"station_european_code","country_iso_code","country_name","type_of_station","station_type_of_area","station_longitude_deg","station_latitude_deg","station_altitude","sabe_country_code","station_city"
"GB0467A","GB","UNITED KINGDOM","Background","suburban",-1.59,54.95,81.00,"GB","GATESHEAD"
"GB0468A","GB","UNITED KINGDOM","Background","suburban",-3.18,56.12,0.00,"GB","KIRKCALDY"
"GB0469A","GB","UNITED KINGDOM","Background","urban",-1.06,53.78,22.00,"GB","SELBY"
"GB0470A","GB","UNITED KINGDOM","Background","urban",0.32,51.47,14.00,"GB","GRAYS"
"GB0476A","GB","UNITED KINGDOM","Background","suburban",-1.42,54.98,20.00,"GB","SOUTH SHIELDS"
"GB0477A","GB","UNITED KINGDOM","Background","suburban",-1.05,53.37,12.00,"GB","DONCASTER"
"GB0478A","GB","UNITED KINGDOM","Background","urban",-0.32,51.75,90.00,"GB","ST ALBANS"
"GB0479A","GB","UNITED KINGDOM","Background","urban",-3.55,54.64,80.00,"GB","COCKERMOUTH"
"GB0480A","GB","UNITED KINGDOM","Background","suburban",-1.64,53.68,73.00,"GB","HUDDERSFIELD"
"GB0481A","GB","UNITED KINGDOM","Background","suburban",-4.22,55.88,261.00,"GB","GLASGOW"
"GB0482A","GB","UNITED KINGDOM","Background","suburban",-0.11,53.57,3.00,"GB","GRIMSBY"
"GB0483A","GB","UNITED KINGDOM","Background","urban",-0.30,51.51,0.00,"GB","EALING"
"GB0484A","GB","UNITED KINGDOM","Background","urban",6.111e-03,53.36,0.00,"GB","LOUGH"
"GB0485A","GB","UNITED KINGDOM","Background","suburban",-1.40,54.75,0.00,"GB","EASINGTON"
"GB0486A","GB","UNITED KINGDOM","Background","suburban",-1.55,54.52,47.00,"GB","DARLINGTON"
"GB0487A","GB","UNITED KINGDOM","Background","suburban",-0.95,53.60,3.00,"GB","DONCASTER"
"GB0488A","GB","UNITED KINGDOM","Background","suburban",-0.28,51.55,151.00,"GB","WEMBLEY"
"GB0489A","GB","UNITED KINGDOM","Background","urban",-1.47,52.92,0.00,"GB","DERBY"
"GB0490A","GB","UNITED KINGDOM","Background","suburban",-0.19,53.61,5.00,"GB","CLEETHORPES"
"GB0491A","GB","UNITED KINGDOM","Background","suburban",-1.38,54.76,123.00,"GB","EASINGTON"
"GB0492A","GB","UNITED KINGDOM","Industrial","unknown",-0.18,53.60,5.00,"GB","CLEETHORPES"
"GB0493A","GB","UNITED KINGDOM","Background","urban",-0.25,51.52,0.00,"GB","LONDON"
"GB0496A","GB","UNITED KINGDOM","Industrial","suburban",-3.70,55.89,173.00,"GB","BATHGATE"
"GB0505A","GB","UNITED KINGDOM","Background","suburban",-1.43,53.50,122.00,"GB","HUDDERSFIELD"
"GB0506A","GB","UNITED KINGDOM","Background","suburban",-1.20,53.14,122.00,"GB","MANSFIELD"
"GB0507A","GB","UNITED KINGDOM","Background","suburban",-1.41,53.69,40.00,"GB","WAKEFIELD"
"GB0508A","GB","UNITED KINGDOM","Background","suburban",-5.94,54.61,37.00,"NI","BELFAST"
"GB0509A","GB","UNITED KINGDOM","Background","suburban",-1.37,53.51,40.00," Melton and Wentworth","Brampton"
"GB0510A","GB","UNITED KINGDOM","Background","suburban",-7.31,55.03,0.00,"NI","LONDONDERRY"
"GB0511A","GB","UNITED KINGDOM","Background","urban",-2.61,53.54,52.00,"GB","WIGAN"
"GB0512A","GB","UNITED KINGDOM","Background","suburban",-3.79,56.00,35.00,"GB","FALKIRK"
"GB0513A","GB","UNITED KINGDOM","Background","suburban",-7.30,55.00,0.00,"NI","LONDONDERRY"
"GB0514A","GB","UNITED KINGDOM","Background","urban",-5.86,54.59,20.00,"NI","BELFAST"
"GB0515A","GB","UNITED KINGDOM","Background","urban",-0.20,51.88,30.00,"GB","BIRCOTTES"
"GB0516A","GB","UNITED KINGDOM","Background","urban",-1.35,53.68,50.00,"GB","FEATHERSTONE"
"GB0523A","GB","UNITED KINGDOM","Background","suburban",-3.68,55.91,166.00,"GB","BATHGATE"
"GB0524A","GB","UNITED KINGDOM","Background","suburban",-1.33,53.83,40.00,"GB","WAKEFIELD"
"GB0525A","GB","UNITED KINGDOM","Background","urban",-1.78,53.64,94.00,"GB","HUDDERSFIELD"
"GB0526A","GB","UNITED KINGDOM","Background","suburban",-3.42,56.20,120.00,"GB","PERTH"
"GB0527A","GB","UNITED KINGDOM","Background","suburban",-3.49,55.90,125.00,"GB","BATHGATE"
"GB0528A","GB","UNITED KINGDOM","Background","suburban",-2.94,55.91,85.00,"GB","HADDINGTON"
"GB0529A","GB","UNITED KINGDOM","Background","suburban",-3.45,56.40,32.00,"GB","PERTH"
"GB0530A","GB","UNITED KINGDOM","Background","suburban",-2.98,55.96,23.00,,"HADDINGTON"
"GB0531A","GB","UNITED KINGDOM","Background","suburban",-2.95,55.94,88.00,"GB","HADDINGTON"
"GB0532A","GB","UNITED KINGDOM","Background","urban",-3.66,55.88,171.00,"GB","BATHGATE"
"GB0533A","GB","UNITED KINGDOM","Background","suburban",-2.78,55.95,46.00,"GB","HADDINGTON"
"GB0534A","GB","UNITED KINGDOM","Background","urban",-1.59,53.82,107.00,"GB","LEEDS"
"GB0535A","GB","UNITED KINGDOM","Background","suburban",-3.64,51.73,65.00,"GB","NEATH"
"GB0536A","GB","UNITED KINGDOM","Background","urban",-0.14,51.49,20.00,"GB","LONDON"
"GB0537A","GB","UNITED KINGDOM","Background","urban",-0.13,51.49,12.00,"GB","LONDON"
"GB0538A","GB","UNITED KINGDOM","Industrial","urban",-1.39,53.41,90.00,"GB","SHEFFIELD"
"GB0543A","GB","UNITED KINGDOM","Background","urban",-1.48,53.55,90.00,"GB","BARNSLEY"
"GB0544A","GB","UNITED KINGDOM","Background","urban",-1.93,52.75,110.00,"GB","RUGELEY"
"GB0545A","GB","UNITED KINGDOM","Background","urban",-1.23,54.58,0.00,"GB","MIDDLESBROUGH"
"GB0546A","GB","UNITED KINGDOM","Background","suburban",-3.62,51.74,65.00,"GB","GLYNNEATH"
"GB0547A","GB","UNITED KINGDOM","Background","suburban",-3.21,55.83,170.00,"GB","DALKEITH"
"GB0548A","GB","UNITED KINGDOM","Background","suburban",-1.40,54.90,20.00,"GB","SUNDERLAND"
"GB0549A","GB","UNITED KINGDOM","Background","suburban",-2.11,57.14,40.00,"GB","ABERDEEN"
"GB0550A","GB","UNITED KINGDOM","Background","urban",-6.63,54.35,0.00,"NI","ARMAGH"
"GB0551A","GB","UNITED KINGDOM","Background","urban",-2.64,53.48,64.00,"GB","WIGAN"
"GB0552A","GB","UNITED KINGDOM","Background","suburban",-3.20,54.11,0.00,"GB","BARROW"
"GB0553A","GB","UNITED KINGDOM","Background","urban",-3.00,51.13,16.00,"GB","BRIDGWATER"
"GB0554A","GB","UNITED KINGDOM","Background","urban",-1.41,53.57,79.00,"GB","BARNSLEY"
"GB0555A","GB","UNITED KINGDOM","Background","suburban",-3.23,55.96,0.00,"GB","EDINBURGH"
"GB0556A","GB","UNITED KINGDOM","Background","urban",-2.78,55.95,0.00,"GB","HADDINGTON"
"GB0557A","GB","UNITED KINGDOM","Background","suburban",-0.34,51.60,0.00,"GB",
"GB0558A","GB","UNITED KINGDOM","Background","urban",0.51,51.27,0.00,"GB","MAIDSTONE"
"GB0559A","GB","UNITED KINGDOM","Background","suburban",-1.58,54.77,0.00,"GB","DURHAM"
"GB0560A","GB","UNITED KINGDOM","Background","suburban",-1.50,54.77,0.00,"GB",
"GB0561A","GB","UNITED KINGDOM","Background","urban",-0.17,51.49,0.00,"GB","KENSINGTON"
"GB0562A","GB","UNITED KINGDOM","Background","urban",-1.25,51.75,0.00,"GB","OXFORD"
"GB0563A","GB","UNITED KINGDOM","Background","urban",-1.54,54.52,0.00,"GB","DARLINGTON"
"GB0566A","GB","UNITED KINGDOM","Background","urban",-0.12,51.51,20.00,"GB","LONDON"
"GB0567A","GB","UNITED KINGDOM","Background","urban",-5.92,54.59,10.00,"NI","BELFAST"
"GB0568A","GB","UNITED KINGDOM","Background","urban",-1.61,54.97,45.00,"GB","NEWCASTLE UPON TYNE"
"GB0569A","GB","UNITED KINGDOM","Background","urban",-1.90,52.47,163.00,"GB","BIRMINGHAM"
"GB0570A","GB","UNITED KINGDOM","Background","urban",-2.24,53.78,130.00,"GB","BURNLEY"
"GB0571A","GB","UNITED KINGDOM","Background","suburban",-3.80,56.00,0.00,"GB","FALKIRK"
"GB0572A","GB","UNITED KINGDOM","Background","suburban",-2.01,52.50,0.00,"GB","WEST BROMWICH"
"GB0573A","GB","UNITED KINGDOM","Background","urban",-1.06,53.78,7.00,"GB","SELBY"
"GB0574A","GB","UNITED KINGDOM","Background","urban",-3.58,54.54,0.00,"GB","WHITEHAVEN"
"GB0575A","GB","UNITED KINGDOM","Background","suburban",-1.05,53.53,0.00,"GB","DONCASTER"
"GB0576A","GB","UNITED KINGDOM","Background","suburban",-1.32,54.57,0.00,"GB","STOCKTON-ON-TEES"
"GB0577A","GB","UNITED KINGDOM","Background","suburban",-1.07,53.55,0.00,"GB","DONCASTER"
"GB0578A","GB","UNITED KINGDOM","Background","suburban",-1.45,53.39,0.00,"GB","SHEFFIELD"
"GB0579A","GB","UNITED KINGDOM","Background","suburban",-2.92,53.42,0.00,"GB","LIVERPOOL"
"GB0580A","GB","UNITED KINGDOM","Background","urban",-3.17,51.48,12.00,"GB","CARDIFF"
"GB0581A","GB","UNITED KINGDOM","Background","urban",-3.19,55.95,40.00,"GB","EDINBURGH"
"GB0582A","GB","UNITED KINGDOM","Background","urban",-1.38,54.90,33.00,"GB","SUNDERLAND"
"GB0583A","GB","UNITED KINGDOM","Industrial","urban",-1.22,54.56,10.00,"GB","MIDDLESBROUGH"
"GB0584A","GB","UNITED KINGDOM","Background","urban",-1.54,53.80,78.00,"GB","LEEDS"
"GB0585A","GB","UNITED KINGDOM","Background","urban",-2.58,51.45,15.00,"GB","BRISTOL"
"GB0586A","GB","UNITED KINGDOM","Background","suburban",0.07,51.45,60.00,"GB","LONDON"
"GB0587A","GB","UNITED KINGDOM","Background","urban",-1.64,52.80,0.00,"GB","BURTON-UPON-TRENT"
"GB0588A","GB","UNITED KINGDOM","Background","suburban",-5.99,54.55,0.00,"NI","HILLSBOROUGH"
"GB0589A","GB","UNITED KINGDOM","Background","suburban",-3.18,56.12,88.00,"GB","KIRKCALDY"
"GB0590A","GB","UNITED KINGDOM","Background","suburban",-2.13,53.25,0.00,"GB","MACCLESFIELD"
"GB0591A","GB","UNITED KINGDOM","Background","suburban",0.34,51.48,20.00,"GB","GRAYS"
"GB0592A","GB","UNITED KINGDOM","Background","suburban",-1.46,54.84,0.00,"GB",
"GB0593A","GB","UNITED KINGDOM","Background","suburban",-1.24,53.70,18.00,"GB","WAKEFIELD"
"GB0594A","GB","UNITED KINGDOM","Background","urban",-2.98,53.40,20.00,"GB","LIVERPOOL"
"GB0595A","GB","UNITED KINGDOM","Background","urban",-1.83,52.49,100.00,"GB","BIRMINGHAM"
"GB0596A","GB","UNITED KINGDOM","Background","urban",-0.33,53.74,5.00,"GB","HULL"
"GB0597A","GB","UNITED KINGDOM","Background","urban",-1.13,52.63,65.00,"GB","LEICESTER"
"GB0598A","GB","UNITED KINGDOM","Background","urban",-1.39,50.90,7.00,"GB","SOUTHAMPTON"
"GB0599A","GB","UNITED KINGDOM","Background","suburban",-7.30,55.00,0.00,"NI","LONDONDERRY"
"GB0600A","GB","UNITED KINGDOM","Background","urban",-1.48,53.55,120.00,"GB","BARNSLEY"
"GB0601A","GB","UNITED KINGDOM","Background","urban",-2.20,53.70,279.00,"GB","RAWTENSTALL"
"GB0602A","GB","UNITED KINGDOM","Background","urban",-5.91,54.61,3.00,"NI","BELFAST"
"GB0603A","GB","UNITED KINGDOM","Background","suburban",-5.95,54.95,94.00,"NI","BELFAST"
"GB0604A","GB","UNITED KINGDOM","Background","urban",-1.47,52.92,0.00,"GB","DERBY"
"GB0605A","GB","UNITED KINGDOM","Background","urban",-4.29,55.86,0.00,"GB","GLASGOW"
"GB0606A","GB","UNITED KINGDOM","Background","suburban",-0.19,53.61,0.00,"GB","CLEETHORPES"
"GB0607A","GB","UNITED KINGDOM","Background","urban",-2.34,53.51,0.00,"GB","SALFORD"
"GB0608A","GB","UNITED KINGDOM","Background","suburban",0.18,51.46,13.00,"GB","LONDON"
"GB0609A","GB","UNITED KINGDOM","Background","urban",-3.94,51.62,26.00,"GB","SWANSEA"
"GB0611A","GB","UNITED KINGDOM","Background","suburban",-4.15,55.94,46.00,"GB","KIRKINTILLOCH"
"GB0612A","GB","UNITED KINGDOM","Background","suburban",-1.44,54.92,0.00,"GB","SUNDERLAND"
"GB0613A","GB","UNITED KINGDOM","Background","urban",-2.23,53.48,45.00,"GB","MANCHESTER"
"GB0614A","GB","UNITED KINGDOM","Background","urban",-2.12,52.58,140.00,"GB","WOLVERHAMPTON"
"GB0615A","GB","UNITED KINGDOM","Background","urban",-1.47,53.37,35.00,"GB","SHEFFIELD"
"GB0616A","GB","UNITED KINGDOM","Background","urban",-0.27,51.58,25.00,"GB","LONDON"
"GB0617A","GB","UNITED KINGDOM","Background","rural",0.63,51.45,14.00,"GB",
"GB0619A","GB","UNITED KINGDOM","Industrial","urban",-0.17,53.59,0.00,"GB","CLEETHORPES"
"GB0620A","GB","UNITED KINGDOM","Background","urban",-0.21,51.52,5.00,"GB","LONDON"
"GB0621A","GB","UNITED KINGDOM","Background","suburban",-0.16,51.36,40.00,"GB","LONDON"
"GB0622A","GB","UNITED KINGDOM","Background","urban",-0.19,51.45,20.00,"GB","LONDON"
"GB0623A","GB","UNITED KINGDOM","Traffic","urban",-0.18,51.36,40.00,"GB","LONDON"
"GB0624A","GB","UNITED KINGDOM","Traffic","urban",-0.04,51.52,10.00,"GB","LONDON"
"GB0625A","GB","UNITED KINGDOM","Background","urban",-1.52,55.18,5.00,"GB","ASHINGTON"
"GB0626A","GB","UNITED KINGDOM","Background","suburban",-6.27,54.87,0.00,"NI","BALLYMENA"
"GB0627A","GB","UNITED KINGDOM","Background","urban",-1.54,54.52,0.00,"GB","DARLINGTON"
"GB0628A","GB","UNITED KINGDOM","Background","suburban",-1.46,54.83,0.00,"GB",
"GB0629A","GB","UNITED KINGDOM","Background","suburban",-6.03,54.51,56.00,"NI","HILLSBOROUGH"
"GB0630A","GB","UNITED KINGDOM","Background","suburban",-6.60,54.76,49.00,"NI","MAGHERAFELT"
"GB0631A","GB","UNITED KINGDOM","Background","urban",-2.73,53.45,38.00,"GB","ST HELENS"
"GB0632A","GB","UNITED KINGDOM","Background","suburban",-3.01,53.04,0.00,"GB","WREXHAM"
"GB0633A","GB","UNITED KINGDOM","Traffic","urban",-1.25,51.75,60.00,"GB","OXFORD"
"GB0634A","GB","UNITED KINGDOM","Background","rural",-2.53,57.07,130.00,"GB",
"GB0635A","GB","UNITED KINGDOM","Traffic","urban",-0.25,51.55,35.00,"GB","LONDON"
"GB0636A","GB","UNITED KINGDOM","Traffic","urban",-0.17,51.54,50.00,"GB","LONDON"
"GB0637A","GB","UNITED KINGDOM","Traffic","urban",-0.06,51.59,10.00,"GB","LONDON"
"GB0638A","GB","UNITED KINGDOM","Background","urban",-0.12,51.58,30.00,"GB","LONDON"
"GB0639A","GB","UNITED KINGDOM","Traffic","urban",-2.58,51.45,17.00,"GB","BRISTOL"
"GB0640A","GB","UNITED KINGDOM","Traffic","urban",-3.53,50.72,43.00,"GB","EXETER"
"GB0641A","GB","UNITED KINGDOM","Background","urban",-4.25,55.85,5.00,"GB","GLASGOW"
"GB0642A","GB","UNITED KINGDOM","Background","suburban",-0.46,51.49,34.00,"GB","LONDON"
"GB0643A","GB","UNITED KINGDOM","Background","urban",-1.53,52.28,175.00,"GB","LEAMINGTON SPA"
"GB0644A","GB","UNITED KINGDOM","Background","urban",-0.33,51.42,29.00,"GB","LONDON"
"GB0645A","GB","UNITED KINGDOM","Background","urban",0.31,51.47,8.00,"GB","THURROCK"
"GB0646A","GB","UNITED KINGDOM","Background","urban",-1.14,52.95,41.00,"GB","NOTTINGHAM"
"GB0647A","GB","UNITED KINGDOM","Traffic","urban",-2.35,51.39,27.00,"GB","BATH"
"GB0648A","GB","UNITED KINGDOM","Background","urban",-2.15,53.41,62.00,"GB","STOCKPORT"
"GB0649A","GB","UNITED KINGDOM","Background","suburban",-2.24,53.36,68.00,"GB","MANCHESTER"
"GB0650A","GB","UNITED KINGDOM","Background","urban",-0.05,51.55,20.00,"GB","LONDON"
"GB0651A","GB","UNITED KINGDOM","Industrial","urban",-3.76,51.57,88.00,"GB","PORT TALBOT"
"GB0652A","GB","UNITED KINGDOM","Traffic","urban",-2.28,53.53,50.00,"GB","BURY"
"GB0654A","GB","UNITED KINGDOM","Background","urban",-2.43,53.57,103.00,"GB","BOLTON"
"GB0655A","GB","UNITED KINGDOM","Background","urban",-1.52,52.41,100.00,"GB","COVENTRY"
"GB0656A","GB","UNITED KINGDOM","Background","urban",-0.09,51.49,10.00,"GB","LONDON"
"GB0657A","GB","UNITED KINGDOM","Traffic","urban",-4.25,55.85,10.00,"GB","GLASGOW"
"GB0658A","GB","UNITED KINGDOM","Background","urban",-2.17,53.02,172.00,"GB","STOKE - ON - TRENT"
"GB0659A","GB","UNITED KINGDOM","Traffic","urban",-0.29,51.37,32.00,"GB","LONDON"
"GB0660A","GB","UNITED KINGDOM","Industrial","urban",-2.33,53.48,30.00,"GB","SALFORD"
"GB0662A","GB","UNITED KINGDOM","Background","suburban",-6.27,54.88,0.00,"NI","BALLYMENA"
"GB0663A","GB","UNITED KINGDOM","Background","suburban",-0.17,51.12,0.00,"GB","CRAWLEY"
"GB0664A","GB","UNITED KINGDOM","Background","suburban",-6.75,54.51,74.00,"NI","DUNGANNON"
"GB0665A","GB","UNITED KINGDOM","Background","urban",-3.19,55.94,101.00,"GB","EDINBURGH"
"GB0666A","GB","UNITED KINGDOM","Background","urban",-5.81,54.87,1.00,,"LARNE"
"GB0667A","GB","UNITED KINGDOM","Traffic","urban",0.06,51.48,10.00,"GB","LONDON"
"GB0668A","GB","UNITED KINGDOM","Background","suburban",-1.43,53.23,0.00,"GB","CHESTERFIELD"
"GB0669A","GB","UNITED KINGDOM","Background","suburban",-1.57,54.85,0.00,"GB","CHESTER-LE-STREET"
"GB0670A","GB","UNITED KINGDOM","Background","suburban",-1.17,54.57,0.00,"GB","EASTON"
"GB0671A","GB","UNITED KINGDOM","Background","suburban",-0.89,52.24,0.00,"GB","NORTHAMPTON"
"GB0672A","GB","UNITED KINGDOM","Background","urban",-0.02,51.44,20.00,"GB","LONDON"
"GB0673A","GB","UNITED KINGDOM","Background","urban",-7.32,55.00,32.00,"NI","LONDONDERRY"
"GB0674A","GB","UNITED KINGDOM","Background","suburban",-2.03,52.60,148.00,"GB","WALSALL"
"GB0675A","GB","UNITED KINGDOM","Traffic","urban",-0.01,51.40,50.00,"GB","LONDON"
"GB0676A","GB","UNITED KINGDOM","Traffic","urban",-0.53,53.22,17.00,"GB","LINCOLN"
"GB0677A","GB","UNITED KINGDOM","Background","urban",-1.35,53.43,35.00,"GB","ROTHERHAM"
"GB0678A","GB","UNITED KINGDOM","Traffic","urban",1.29,52.62,34.00,"GB","NORWICH"
"GB0679A","GB","UNITED KINGDOM","Background","suburban",-1.07,54.61,4.00,"GB","REDCAR"
"GB0680A","GB","UNITED KINGDOM","Background","urban",-2.01,52.50,147.00,"GB","SANDWELL"
"GB0681A","GB","UNITED KINGDOM","Background","urban",-1.51,53.56,100.00,"GB","BARNSLEY"
"GB0682A","GB","UNITED KINGDOM","Traffic","urban",-0.15,51.52,35.00,"GB","LONDON"
"GB0683A","GB","UNITED KINGDOM","Background","urban",-0.95,51.45,42.00,"GB","READING"
"GB0684A","GB","UNITED KINGDOM","Background","urban",1.29,52.63,4.00,"GB","NORWICH"
"GB0685A","GB","UNITED KINGDOM","Traffic","urban",-0.30,51.48,15.00,"GB","LONDON"
"GB0686A","GB","UNITED KINGDOM","Traffic","urban",-0.15,50.82,13.00,"GB","BRIGHTON"
"GB0687A","GB","UNITED KINGDOM","Background","urban",-4.14,50.37,18.00,"GB","PLYMOUTH"
"GB0689A","GB","UNITED KINGDOM","Background","urban",-1.74,53.79,102.00,"GB","BRADFORD"
"GB0690A","GB","UNITED KINGDOM","Industrial","urban",-0.63,53.56,37.00,"GB","SCUNTHORPE"
"GB0691A","GB","UNITED KINGDOM","Background","suburban",-0.06,51.64,0.00,"GB","ENFIELD"
"GB0692A","GB","UNITED KINGDOM","Background","suburban",-2.05,52.48,0.00,"GB","ROWLEY REGIS"
"GB0693A","GB","UNITED KINGDOM","Traffic","urban",-0.13,50.82,10.00,"GB","BRIGHTON"
"GB0694A","GB","UNITED KINGDOM","Background","suburban",-1.28,53.49,45.00,"GB","DONCASTER"
"GB0695A","GB","UNITED KINGDOM","Traffic","urban",0.17,51.49,20.00,"GB","LONDON"
"GB0696A","GB","UNITED KINGDOM","Background","suburban",-5.89,54.59,20.00,"NI","BELFAST"
"GB0697A","GB","UNITED KINGDOM","Traffic","urban",0.01,51.40,50.00,"GB","LONDON"
"GB0698A","GB","UNITED KINGDOM","Background","urban",-1.99,52.52,172.00,"GB","SANDWELL"
"GB0699A","GB","UNITED KINGDOM","Industrial","urban",-1.57,55.18,30.00,"GB","ASHINGTON"
"GB0700A","GB","UNITED KINGDOM","Industrial","urban",-1.29,53.24,130.00,"GB","BOLSOVER"
"GB0701A","GB","UNITED KINGDOM","Background","urban",-4.24,55.86,9.00,"GB","GLASGOW"
"GB0702A","GB","UNITED KINGDOM","Background","rural",-2.77,54.01,98.00,"GB",
"GB0703A","GB","UNITED KINGDOM","Background","urban",-4.30,53.31,0.00,"GB","HOLYHEAD"
"GB0704A","GB","UNITED KINGDOM","Background","rural",-0.80,54.34,267.00,"GB",
"GB0705A","GB","UNITED KINGDOM","Background","urban",-4.96,56.71,40.00,"GB","FORT WILLIAM"
"GB0706A","GB","UNITED KINGDOM","Background","suburban",-5.99,54.55,45.00,"NI","BELFAST"
"GB0707A","GB","UNITED KINGDOM","Background","urban",-0.14,51.42,35.00,"GB","LONDON"
"GB0708A","GB","UNITED KINGDOM","Background","urban",-2.25,53.48,36.00,"GB","MANCHESTER"
"GB0709A","GB","UNITED KINGDOM","Background","urban",-1.21,54.56,10.00,"GB","MIDDLESBROUGH"
"GB0710A","GB","UNITED KINGDOM","Industrial","suburban",-2.93,51.58,20.00,"GB","NEWPORT"
"GB0711A","GB","UNITED KINGDOM","Industrial","urban",-3.76,51.57,88.00,"GB","PORT TALBOT"
"GB0712A","GB","UNITED KINGDOM","Industrial","urban",-0.63,53.58,37.00,"GB","SCUNTHORPE"
"GB0715A","GB","UNITED KINGDOM","Background","suburban",-5.83,54.66,10.00,,"BELFAST"
"GB0717A","GB","UNITED KINGDOM","Background","suburban",-1.33,52.84,0.00,"GB","ABERDEEN"
"GB0718A","GB","UNITED KINGDOM","Background","suburban",-1.21,53.72,9.00,"GB","WAKEFIELD"
"GB0719A","GB","UNITED KINGDOM","Background","suburban",-5.99,54.55,45.00,"NI","BELFAST"
"GB0720A","GB","UNITED KINGDOM","Background","suburban",-2.11,53.25,0.00,"GB","MACCLESFIELD"
"GB0721A","GB","UNITED KINGDOM","Background","suburban",-1.51,52.74,146.00,"GB",
"GB0722A","GB","UNITED KINGDOM","Background","suburban",-1.28,53.68,0.00,"GB","WAKEFIELD"
"GB0723A","GB","UNITED KINGDOM","Background","suburban",-7.43,54.82,141.00,"NI","STRABANE"
"GB0724A","GB","UNITED KINGDOM","Background","suburban",-1.86,52.89,0.00,"GB",
"GB0725A","GB","UNITED KINGDOM","Background","suburban",-3.18,53.37,9.00,"GB",
"GB0726A","GB","UNITED KINGDOM","Traffic","urban",0.12,52.20,19.00,"GB","CAMBRIDGE"
"GB0727A","GB","UNITED KINGDOM","Background","urban",-3.02,53.79,6.00,"GB","BLACKPOOL"
"GB0728A","GB","UNITED KINGDOM","Background","urban",0.67,51.54,37.00,"GB","SOUTHEND - ON - SEA"
"GB0729A","GB","UNITED KINGDOM","Background","urban",-2.09,57.15,20.00,"GB","ABERDEEN"
"GB0730A","GB","UNITED KINGDOM","Background","urban",-3.02,53.37,38.00,"GB","BIRKENHEAD"
"GB0731A","GB","UNITED KINGDOM","Background","urban",-2.68,53.76,40.00,"GB","PRESTONPANS"
"GB0733A","GB","UNITED KINGDOM","Background","urban",-1.06,50.82,5.00,"GB","PORTSMOUTH"
"GB0734A","GB","UNITED KINGDOM","Traffic","urban",-1.35,54.50,8.00,"GB","STOCKTON-ON-TEES"
"GB0735A","GB","UNITED KINGDOM","Industrial","urban",-3.70,56.01,4.00,"GB","GRANGEMOUTH"
"GB0736A","GB","UNITED KINGDOM","Background","urban",-2.51,53.49,30.00,"GB","WIGAN"
"GB0737A","GB","UNITED KINGDOM","Background","urban",1.09,51.27,35.00,"GB","CANTERBURY"
"GB0738A","GB","UNITED KINGDOM","Background","urban",-0.88,52.27,129.00,"GB","NORTHAMPTON"
"GB0739A","GB","UNITED KINGDOM","Background","urban",-1.51,52.39,95.00,"GB","COVENTRY"
"GB0740A","GB","UNITED KINGDOM","Traffic","urban",-3.61,55.07,10.00,"GB","DUMFRIES"
"GB0741A","GB","UNITED KINGDOM","Background","urban",-1.82,50.73,30.00,"GB","BOURNEMOUTH"
"GB0742A","GB","UNITED KINGDOM","Traffic","urban",-4.24,57.48,1.00,"GB","INVERNESS"
"GB0743A","GB","UNITED KINGDOM","Background","urban",-0.13,51.49,5.00,"GB","LONDON"
"GB0744A","GB","UNITED KINGDOM","Background","urban",-3.00,51.65,71.00,"GB","CWMBRAN"
"GB0745A","GB","UNITED KINGDOM","Background","rural",1.12,52.95,16.00,"GB",
"GB0747A","GB","UNITED KINGDOM","Background","suburban",-1.43,53.54,0.00,"GB","BARNSLEY"
"GB0748A","GB","UNITED KINGDOM","Background","urban",-2.94,54.88,0.00,"GB","CARLISLE"
"GB0749A","GB","UNITED KINGDOM","Background","urban",-2.08,52.50,190.00,"GB","DUDLEY"
"GB0750A","GB","UNITED KINGDOM","Background","suburban",-6.67,54.29,150.00,"NI","KEADY"
"GB0751A","GB","UNITED KINGDOM","Background","suburban",-1.43,53.55,43.00,"GB","BARNSLEY"
"GB0752A","GB","UNITED KINGDOM","Background","suburban",-5.99,54.56,40.00,"NI","BELFAST"
"GB0753A","GB","UNITED KINGDOM","Background","suburban",-6.43,54.54,49.00,"NI",
